City_ID,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
371,Pitanga,-24.76,-51.76,58.46,95,1,4.45,BR,1592348398
372,Fallon,39.47,-118.78,80.6,9,40,26.4,US,1592348161
373,Manokwari,-0.87,134.08,81.54,71,82,2.3,ID,1592348278
374,Eilat,29.56,34.95,86.0,35,0,11.41,IL,1592348399
375,Mirandopólis,-21.13,-51.1,68.49,67,0,8.75,BR,1592348399
376,Tromsø,69.65,18.96,42.8,81,8,8.05,NO,1592348195
377,Lakes Entrance,-37.88,147.98,51.01,89,36,4.38,AU,1592348399
378,Isil'kul',54.91,71.27,50.85,81,0,1.28,RU,1592348399
379,Chingirlau,51.09,54.08,59.52,73,0,3.94,KZ,1592348399
380,Praia da Vitória,38.73,-27.07,64.4,82,40,8.66,PT,1592348400
381,Brookings,44.31,-96.8,91.4,31,1,28.86,US,1592348400
382,Coro,11.4,-69.67,81.79,71,16,18.14,VE,1592348400
383,Andenes,69.31,16.12,44.6,81,0,17.22,NO,1592348400
384,Hukuntsi,-24.0,21.75,44.11,51,0,7.43,BW,1592348401
385,Minsk,53.9,27.57,64.4,100,77,4.47,BY,1592348401
386,Bousso,10.48,16.71,84.47,53,74,7.56,TD,1592348401
387,San Jose,37.34,-121.89,75.0,35,20,18.34,US,1592348400
388,Hobyo,5.35,48.53,80.62,67,90,23.49,SO,1592348402
389,Moose Factory,51.26,-80.61,77.0,50,1,16.11,CA,1592348402
390,Crossville,35.95,-85.03,68.0,60,90,6.93,US,1592348395
391,Comana,44.17,26.14,69.01,100,32,2.57,RO,1592348403
392,Goderich,43.75,-81.72,64.99,63,0,5.44,CA,1592348403
393,Antón Lizardo,19.05,-95.98,87.01,70,40,11.41,MX,1592348404
394,Acapulco de Juárez,16.86,-99.89,87.8,74,5,9.17,MX,1592348405
395,Srednekolymsk,67.45,153.68,82.8,26,93,8.37,RU,1592348405
396,Bjørkelangen,59.88,11.57,63.0,99,75,2.71,NO,1592348405
397,Hita,33.32,130.93,75.0,64,100,0.76,JP,1592348405
398,Te Anau,-45.42,167.72,52.23,86,81,5.84,NZ,1592348406
399,Lucapa,-8.42,20.74,61.95,41,0,3.76,AO,1592348406
400,Glenwood Springs,39.55,-107.32,77.0,27,75,20.8,US,1592348407
401,Plettenberg Bay,-34.05,23.37,58.26,58,0,5.21,ZA,1592348407
402,Vila,42.03,-8.16,60.01,82,40,3.36,PT,1592348407
403,Tadine,-21.55,167.88,75.33,76,0,13.89,NC,1592348407
404,Byron Bay,-28.65,153.62,57.99,100,40,2.24,AU,1592348407
405,Cedrales,-25.65,-54.7,75.2,64,0,6.93,PY,1592348408
406,Pagudpud,18.56,120.79,78.8,88,20,4.7,PH,1592348408
407,Beruwala,6.48,79.98,80.83,86,98,7.34,LK,1592348408
408,Mangan,27.52,88.53,72.99,50,83,2.95,IN,1592348408
409,Tabory,58.52,64.55,58.01,84,32,7.49,RU,1592348408
410,Kudat,6.88,116.85,78.8,94,75,2.24,MY,1592348409
411,Tautira,-17.73,-149.15,82.4,74,75,17.22,PF,1592348409
412,Lloydminster,53.28,-110.0,71.6,35,75,6.93,CA,1592348255
413,Daura,11.55,11.41,80.2,51,100,16.22,NG,1592348409
414,Taungdwingyi,20.02,95.55,76.91,88,100,13.04,MM,1592348409
415,Sherbakul',54.63,72.4,51.8,66,0,4.47,RU,1592348410
416,Sisimiut,66.94,-53.67,36.46,82,100,6.35,GL,1592348410
417,Sainte-Martine,45.25,-73.8,82.99,22,20,5.82,CA,1592348410
418,Bahía Blanca,-38.72,-62.27,50.68,67,100,4.27,AR,1592348118
419,Shama,33.61,104.29,56.46,75,100,5.32,CN,1592348410
420,Belmonte,-15.86,-38.88,75.2,78,40,5.82,BR,1592348224
421,Towada,40.61,141.21,64.4,68,75,13.87,JP,1592348411
422,Khakhea,-24.69,23.49,45.66,80,0,10.36,BW,1592348411
423,Bambanglipuro,-7.95,110.28,76.06,88,71,4.88,ID,1592348411
424,Biak,-0.91,122.88,78.3,81,28,8.14,ID,1592348411
425,Ahipara,-35.17,173.17,61.9,77,81,9.71,NZ,1592348412
426,Udachny,66.42,112.4,51.8,57,80,4.47,RU,1592348412
427,Paithan,19.48,75.38,79.29,78,97,9.62,IN,1592348412
428,Safi,32.3,-9.24,68.7,74,26,16.06,MA,1592348269
429,Macenta,8.54,-9.47,70.02,97,88,2.04,GN,1592348413
430,El Batey,19.77,-70.52,87.8,70,40,16.11,DO,1592348407
431,Uyuni,-20.46,-66.83,47.14,49,0,4.0,BO,1592348413
432,Fortuna,40.6,-124.16,63.0,59,40,16.11,US,1592348288
433,Shimoda,34.67,138.95,72.0,60,42,1.99,JP,1592348413
434,Itupiranga,-5.13,-49.33,84.2,62,40,2.24,BR,1592348414
435,Bethel,41.37,-73.41,72.0,53,1,10.29,US,1592348414
436,Bestöbe,52.5,73.1,51.46,73,92,9.57,KZ,1592348414
437,Kiama,-34.68,150.87,60.01,79,19,5.01,AU,1592348414
438,Cabra,37.47,-4.44,68.0,69,24,4.76,ES,1592348414
439,Prudy,57.57,46.27,60.89,96,100,4.43,RU,1592348415
440,Ubari,26.59,12.78,75.63,18,0,7.58,LY,1592348289
441,Kavaratti,10.57,72.64,84.49,77,100,21.52,IN,1592348415
442,Phultala,22.7,89.52,82.27,84,100,8.23,BD,1592348415
443,North Bend,43.41,-124.22,61.0,77,20,12.75,US,1592348415
444,Kumul,42.8,93.45,79.38,17,0,11.9,CN,1592348416
445,Saint-Paul-lès-Dax,43.73,-1.05,63.0,93,40,5.82,FR,1592348416
446,Yablonovo,50.85,37.36,64.4,48,71,8.95,RU,1592348416
447,Balikpapan,-1.27,116.83,78.8,100,20,4.7,ID,1592348167
448,Beringovskiy,63.05,179.32,48.58,69,66,5.59,RU,1592348416
449,Rawson,-43.3,-65.1,52.65,48,49,7.54,AR,1592348416
450,Taoudenni,22.68,-3.98,99.1,9,0,15.08,ML,1592348416
451,Sicamous,50.83,-118.99,66.99,56,97,1.01,CA,1592348417
452,Muros,42.78,-9.06,60.01,80,24,1.01,ES,1592348200
453,Gardner,42.58,-72.0,73.0,39,1,5.79,US,1592348417
454,Alekseyevka,50.63,38.69,61.97,65,8,9.75,RU,1592348417
455,Coquimbo,-29.95,-71.34,55.4,82,20,11.41,CL,1592348417
456,Touba,8.28,-7.68,74.44,85,43,7.29,CI,1592348418
457,Vila Velha,-20.33,-40.29,73.4,78,90,12.75,BR,1592348418
458,Kapit,2.02,112.93,74.77,93,94,0.83,MY,1592348282
459,Uruçuca,-14.59,-39.28,67.89,96,4,3.47,BR,1592348418
460,Batagay-Alyta,67.8,130.41,66.25,51,80,6.53,RU,1592348418
461,Preveza,38.95,20.75,68.0,88,40,11.41,GR,1592348418
462,Araguari,-18.65,-48.19,68.0,64,40,5.82,BR,1592348419
463,Yaviza,8.15,-77.69,80.98,90,100,1.61,PA,1592348419
464,Aconibe,1.3,10.94,68.79,99,98,2.37,GQ,1592348419
465,Vernon,50.26,-119.27,71.6,40,1,16.11,CA,1592348419
466,Charter Township of Clinton,42.59,-82.92,81.0,44,20,5.82,US,1592348419
467,Grande Prairie,55.17,-118.8,60.8,55,75,17.22,CA,1592348270
468,Santa Cruz del Sur,20.71,-78.0,84.18,72,100,3.69,CU,1592348420
469,Prieska,-29.66,22.75,43.52,64,0,5.75,ZA,1592348420
470,Zhangaözen,43.3,52.8,69.66,30,80,18.05,KZ,1592348420
471,Voi,-3.39,38.56,66.15,83,65,8.41,KE,1592348420
472,Taitung City,22.76,121.14,80.6,78,20,3.36,TW,1592348420
473,Shagonar,51.53,92.8,57.15,61,35,2.13,RU,1592348420
474,Sept-Îles,50.2,-66.38,71.6,35,75,20.8,CA,1592348230
475,Vanimo,-2.67,141.3,80.96,83,93,2.39,PG,1592348421
476,Iona,26.52,-81.96,91.0,40,20,6.93,US,1592348421
477,Dingle,11.0,122.67,80.51,78,88,5.1,PH,1592348421
478,Alugan,12.22,125.48,81.77,79,67,1.72,PH,1592348262
479,Nantucket,41.28,-70.1,64.4,63,1,14.99,US,1592348272
480,Lempäälä,61.32,23.75,66.0,93,55,4.7,FI,1592348422
481,Lulindi,-10.82,39.13,64.85,73,84,6.33,TZ,1592348422
482,Jati,24.35,68.27,83.17,84,87,15.23,PK,1592348422
483,Juegang,32.32,121.19,72.0,95,100,15.05,CN,1592348301
484,Rājaldesar,28.03,74.47,93.36,12,1,10.92,IN,1592348422
485,Ghorāwal,24.77,82.78,81.84,80,97,5.99,IN,1592348422
486,Oranjestad,12.52,-70.03,86.0,62,20,25.28,AW,1592348411
487,Clemson,34.68,-82.84,66.2,68,90,4.7,US,1592348266
488,Issia,6.49,-6.59,74.52,93,1,4.65,CI,1592348358
489,Presidente Médici,-11.18,-61.9,75.24,74,0,2.82,BR,1592348423
490,Arkhara,49.42,130.08,51.39,94,100,2.64,RU,1592348423
491,Pierre,44.37,-100.35,93.99,36,1,32.21,US,1592348424
492,Prabumulih,-3.45,104.25,72.59,98,56,2.98,ID,1592348424
493,Wasilla,61.58,-149.44,64.99,59,90,3.22,US,1592348229
494,Uvat,59.14,68.9,62.47,70,57,8.01,RU,1592348424
495,Healdsburg,38.61,-122.87,80.6,28,1,11.41,US,1592348424
496,Madimba,-10.4,40.33,71.74,78,28,13.78,TZ,1592348424
497,Ilebo,-4.32,20.58,68.41,54,9,1.48,CD,1592348425
498,São Borja,-28.66,-56.0,68.41,91,89,9.48,BR,1592348425
499,Redmond,47.67,-122.12,66.99,83,79,7.87,US,1592348331
500,Acajutla,13.59,-89.83,80.6,74,40,2.24,SV,1592348425
501,Ketchikan,55.34,-131.65,57.2,71,90,11.41,US,1592348425
502,Taunggyi,20.78,97.03,64.58,100,100,6.06,MM,1592348425
503,Troitskoye,52.98,84.68,49.95,74,59,10.78,RU,1592348426
504,Calvinia,-31.47,19.78,47.37,48,0,11.07,ZA,1592348426
505,Gonzalez,30.58,-87.29,84.0,65,1,14.99,US,1592348426
506,Honiara,-9.43,159.95,80.6,83,75,3.36,SB,1592348426
507,Nanyuki,0.02,37.07,55.18,84,65,5.46,KE,1592348426
508,Makungu,-8.73,35.28,51.21,78,5,1.19,TZ,1592348427
509,Japura,-0.32,102.35,73.58,97,72,1.99,ID,1592348427
510,Coyhaique,-45.58,-72.07,39.2,93,40,3.36,CL,1592348272
511,Lyuban',52.8,28.0,63.75,94,60,7.25,BY,1592348427
512,Prince George,53.92,-122.75,69.01,37,20,9.17,CA,1592348403
513,Iranshahr,27.2,60.68,86.22,39,0,1.01,IR,1592348427
514,Ust'-Omchug,61.15,149.63,65.34,45,91,3.69,RU,1592348428
515,Manavālakurichi,8.13,77.3,82.4,83,20,11.43,IN,1592348428
516,Katobu,-4.94,122.53,76.15,91,27,6.04,ID,1592348428
517,Avera,33.19,-82.53,66.2,82,90,6.93,US,1592348428
518,Sidi Ali,36.1,0.42,67.87,60,50,4.76,DZ,1592348428
519,Conde,-7.26,-34.91,75.2,94,40,4.7,BR,1592348428
520,Turaif,31.67,38.66,73.4,43,0,6.93,SA,1592348429
521,Katherine,-14.47,132.27,66.2,29,0,9.17,AU,1592348429
522,Muhafazat Lahij,13.17,44.58,90.34,34,100,3.38,YE,1592348429
523,San Luis,-33.3,-66.34,53.65,55,0,12.39,AR,1592348273
524,Benghazi,32.12,20.07,71.1,79,0,9.66,LY,1592348429
525,Herat Province,34.5,62.0,77.0,19,0,9.24,AF,1592348430
526,Bay Roberts,47.6,-53.26,63.0,56,64,14.81,CA,1592348430
527,Dicabisagan,17.08,122.42,81.99,77,45,4.68,PH,1592348430
528,Tual,-5.67,132.75,80.74,82,95,21.88,ID,1592348430
529,Northam,51.03,-4.22,57.99,96,67,5.01,GB,1592348431
530,San Miguel,13.48,-88.18,93.2,52,20,4.7,SV,1592348322
531,Gambēla,8.25,34.58,73.38,73,95,3.15,ET,1592348431
532,Kiryat Gat,31.61,34.76,72.0,71,0,2.51,IL,1592348431
533,Saint-Augustin,51.23,-58.65,65.28,49,100,6.29,CA,1592348431
534,Mount Isa,-20.73,139.5,64.4,27,40,8.05,AU,1592348431
535,Longyan,25.11,117.02,77.92,76,0,2.75,CN,1592348432
536,Bakal,54.94,58.81,50.18,97,12,4.76,RU,1592348432
537,Kargasok,59.06,80.86,50.72,67,60,8.86,RU,1592348432
538,Jyvaskyla,62.24,25.72,68.0,52,6,5.82,FI,1592348432
539,Jagdalpur,19.07,82.03,74.75,92,100,9.86,IN,1592348432
540,Beira,-19.84,34.84,66.2,82,75,6.93,MZ,1592348433
541,Tiznit Province,29.58,-9.5,66.81,55,1,2.28,MA,1592348433
542,Sobolevo,54.43,31.9,62.33,94,47,6.46,RU,1592348433
543,Pingliang,35.54,106.69,58.44,75,100,7.2,CN,1592348433
544,Palana,59.12,159.97,52.41,62,40,13.85,RU,1592348433
545,Oranjemund,-28.55,16.43,65.12,26,0,19.37,NA,1592348433
546,Granada,37.25,-3.25,66.99,66,15,6.64,ES,1592348433
547,Kungurtug,50.6,97.52,51.24,56,71,0.87,RU,1592348434
548,Kangaatsiaq,68.31,-53.46,35.6,86,99,9.73,GL,1592348434
549,Esqueda,30.72,-109.58,90.68,22,46,16.08,MX,1592348434
550,Uglovoye,44.82,33.6,66.49,82,45,7.56,UA,1592348434
551,Asadābād,34.78,48.12,63.61,30,2,0.38,IR,1592348434
552,Abu Samrah,35.3,37.18,68.94,57,0,10.78,SY,1592348435
553,Trat,12.5,102.5,76.78,91,100,1.01,TH,1592348435
554,Mutoko,-17.4,32.23,46.47,94,34,3.6,ZW,1592348435
